"A","B","X","Y"
0.353088635485101,-0.256773804782624,0.629263142558434,0.154200494669153
-0.839329827727715,1.04346034455916,-1.12269435633976,-0.0392962349395035
-1.16333381710473,0.747443419681449,-0.311909005182444,-0.828878174929751
0.826104183084242,0.0597726246298071,-0.540145331396287,0.382835681126302
-0.815697447934285,-1.06926688825534,-1.31783631420896,0.948271655902917
0.292062791723007,-1.03381560941811,0.649512479899405,0.754209057883951
-0.0361090714008529,-0.0354253858347172,0.576072567557087,-0.186716528181411
1.11074389333426,1.70407354742264,-0.758132893443715,0.773118343522684
-1.08095235701577,0.300746289898649,-0.252408086561347,-0.256081542852633
-0.428113545451229,1.13565587203705,0.00632185984245565,-1.38182687666417
0.670181058301142,1.85727988325578,-0.880821694290107,0.0967212011875576
-0.76204344201742,0.322315020425455,1.40150220859496,1.04243913968544
-0.559411294084366,-0.75574410598123,0.352216284493025,1.65561724352046
0.607416337571523,2.8271507644049,0.684436969918741,-3.24055713542126
-0.814687413054345,1.35608976697444,-1.04926162945501,-1.20884943633303
1.6632113041382,-0.251007848107438,3.08499549854744,-0.347747553346104
1.09022461029072,-0.790124196097206,-0.00985102903765224,0.539818990165124
0.193559570659947,-1.21827219102553,-1.40555922473386,0.0706618068468046
0.143654675448665,0.00908307704335879,1.21134931398527,0.595189378661872
0.459087228448748,-0.225835305239929,-0.532526509406048,-0.705634902511775
1.68259939330452,0.763454282839311,1.61704644088452,-1.0480710014668
-0.985130449350714,-0.682296100832215,-0.735600554958107,0.505757683637109
0.319540710279475,0.272569191788494,-0.674450119010317,0.763432015058539
-0.379783484477996,-0.0726573516593615,-1.15302163518838,1.06772704306003
-1.93948257793922,-0.820604218826998,-0.9255031956641,0.0125152749349733
-0.022119389693828,-0.2930252360416,-0.294602580882726,-0.00966641910611551
-1.55315435178379,0.654552124979254,-0.483867243010978,0.0449926123136337
0.817666754870974,1.12499297922327,0.407816433122039,-0.378646454874085
-0.000881564627829071,0.590648540151253,0.47151987418124,-0.739364907578519
-0.852267289668041,-0.132615283378951,-0.363783888884867,0.16697406888312
-0.592725704153404,0.731765685164769,-0.0822300245710252,-1.68890889344611
-0.859451394130607,1.00981170848298,1.45840531222121,-1.81847962070442
1.12013926416158,0.795605857827656,0.84863955180016,-0.728540909302023
0.791167959441032,-1.70608931438004,-0.676124194546021,0.377966755039771
-2.28341374948214,-0.953895470152862,-0.0153236551144738,1.40405928406882
-1.14109129333923,-0.451490947192585,1.6871479057142,-0.719825883940079
0.16357027610116,-0.137533712305114,-0.924757242265411,0.145787634015797
1.81978927623908,1.68442116887159,-0.152860020401629,-0.772049267065857
-0.770960596030137,1.16360851162965,0.880161507318642,-0.278658891202594
0.627719358075456,-0.542089838263615,-0.155204604181088,0.787621489668124
-0.456479242270597,0.886678510650008,0.0825585164683545,-0.0908648528259112
-0.517872358931895,-0.16858229892641,0.921156503320696,0.153855362682935
0.3710463620872,0.101104786095501,0.944432401051144,0.909339605698636
1.26321189013104,0.84139499646638,-1.31699277777094,0.126690865098462
0.97210433461925,1.49161918115292,-1.42918860300611,-0.927799520503609
-0.0800843514688411,0.0558465876712256,0.648666016113797,0.190793843921928
-0.550107048424775,1.68678549547707,-1.27441894602956,-0.372807116660645
-0.463361451060913,0.496467812877892,-1.23745739387822,0.389179300415341
-0.378806759450292,-1.48661436563541,-0.343661566429767,-0.503857088940209
0.0751682629324062,0.269573720190988,-0.13724586729027,-0.237331212057513
0.586282383294466,1.04241310131518,-2.26982111773451,0.472120920877508
0.0592543407148063,-0.39254627709743,0.545140651248514,1.16481499138125
-0.0764351812141109,-0.771695508948213,-2.22879828023681,-0.704447465685353
1.11697200735494,-0.707737992943543,-1.24363582158831,-0.242747794808646
-0.445555100587587,0.260673163501377,-0.173629604552398,-1.05180290658515
-2.8531795389375,-1.25596287879882,-0.29145004122708,0.411337475033341
-0.139366132323583,0.780379291945047,1.21195751195918,0.756073362159935
0.747066317007234,-0.300999883209926,-1.5465261863174,0.492251929324495
